id, gene, type, version, ALB, ARE, ARG, AUS, AUT, BEL, BEN, BFA, BGD, BGR, BIH, BOL, BRA, BRB, BWA, CAN, CHE, CHL, CHN, CIV, CMR, COD, COL, CZE, DEU, DNK, ECU, ESP, EST, ETH, FIN, FRA, GBR, GEO, GHA, GMB, GRC, GRL, GTM, HKG, HRV, HUN, IND, IRL, IRN, ISL, ISR, ITA, JPN, KAZ, KEN, KHM, KOR, KWT, LCA, LKA, LTU, LUX, LVA, MAR, MDA, MDG, MKD, MLT, MNE, MOZ, MUS, MWI, MYS, NEG, NGA, NIC, NLD, NOR, NPL, NZL, PAK, PER, PHL, POL, PRT, PRY, RKS, SAU, SEN, SGP, SRB, SVK, SVN, SWE, TCD, TGO, THA, TUR, TWN, TZA, UGA, URY, USA, VNM, ZAF, ZMB
catB8_1_AF227506.R, catB8_1_AF227506, R, R, *, *, *, *, *, *, *, BFA, *, *, *, *, *, *, *, *, *, *, CHN, CIV, CMR, COD, *, *, *, DNK, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, IND, *, *, *, *, *, *, *, KEN, KHM, KOR, *, *, LKA, *, *, *, *, *, *, *, *, *, *, MUS, *, MYS, *, NGA, *, *, *, NPL, *, PAK, *, *, *, *, *, *, SAU, *, *, *, *, *, *, *, TGO, THA, *, TWN, *, *, *, *, *, *, *
blaCTX_M_15_1_AY044436.R, blaCTX_M_15_1_AY044436, R, R, *, ARE, *, AUS, *, *, *, BFA, *, *, *, *, *, *, *, *, *, *, CHN, CIV, *, COD, *, *, DEU, *, *, *, *, *, FIN, FRA, *, *, *, *, *, *, GTM, *, *, *, IND, *, IRN, *, ISR, ITA, JPN, *, *, *, *, *, *, LKA, *, *, *, *, *, *, *, MLT, *, *, MUS, MWI, *, *, NGA, *, NLD, *, NPL, *, PAK, *, *, POL, *, *, *, *, *, *, *, *, *, *, TCD, TGO, *, *, *, TZA, UGA, URY, USA, *, *, *
blaNPS_1_AY027589.v1, blaNPS_1_AY027589, v, 1, *, ARE, *, AUS, *, *, *, *, *, *, *, *, *, BRB, BWA, CAN, *, *, *, CIV, CMR, COD, *, *, *, *, *, *, *, *, *, *, *, *, GHA, *, *, *, *, HKG, *, *, *, *, IRN, *, ISR, *, *, *, KEN, *, *, *, *, *, *, *, *, MAR, *, *, *, MLT, *, *, MUS, MWI, *, *, NGA, *, *, *, *, *, PAK, *, PHL, *, *, *, *, SAU, SEN, *, *, *, *, *, *, TGO, *, TUR, *, *, UGA, *, *, *, *, ZMB
erm_G_1_M15332.R, erm_G_1_M15332, R, R, *, *, *, AUS, AUT, *, BEN, BFA, BGD, *, *, *, *, *, *, CAN, *, *, *, *, *, COD, *, *, *, DNK, *, ESP, *, *, *, *, *, *, GHA, *, GRC, GRL, GTM, *, *, HUN, *, *, *, *, *, *, *, *, *, *, KOR, *, LCA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, NGA, NIC, NLD, *, NPL, *, PAK, *, *, POL, *, *, *, *, *, SGP, *, *, *, *, *, TGO, THA, *, *, *, *, *, USA, *, *, *
cmlA1_1_M64556.v1, cmlA1_1_M64556, v, 1, *, ARE, *, *, *, *, *, *, *, *, *, *, *, *, BWA, *, *, *, *, *, CMR, COD, *, *, DEU, DNK, *, *, *, *, *, *, *, GEO, GHA, *, GRC, *, *, *, *, *, IND, *, IRN, *, *, ITA, *, *, KEN, *, *, KWT, *, *, *, *, LVA, MAR, *, *, MKD, MLT, *, *, *, MWI, *, *, *, *, *, *, *, *, PAK, *, *, POL, *, *, *, SAU, SEN, *, SRB, *, *, *, *, *, *, *, *, TZA, UGA, *, *, *, ZAF, *
mef_A_3_AF227520.v1, mef_A_3_AF227520, v, 1, *, *, *, AUS, AUT, BEL, *, *, *, *, BIH, *, *, BRB, *, CAN, CHE, *, *, *, *, *, *, *, *, *, *, ESP, *, ETH, *, *, *, *, *, *, GRC, *, *, *, *, HUN, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MNE, *, *, *, *, *, *, NIC, *, *, *, *, *, *, *, *, PRT, *, *, *, *, *, SRB, SVK, SVN, *, *, *, *, TUR, *, *, *, *, USA, *, *, *
blaOXA_280_1_APPZ01000001.R, blaOXA_280_1_APPZ01000001, R, R, ALB, *, ARG, *, *, *, *, *, *, BGR, BIH, *, *, *, *, CAN, *, *, *, *, *, *, *, CZE, DEU, *, ECU, *, *, *, *, *, *, GEO, *, *, GRC, *, *, *, *, *, *, IRL, *, *, *, ITA, *, *, *, *, KOR, *, *, *, *, LUX, *, *, MDA, *, *, MLT, MNE, *, *, MWI, *, *, *, *, *, NOR, NPL, *, *, *, *, *, *, *, *, *, *, *, SRB, SVK, *, SWE, *, *, *, *, *, *, *, URY, *, *, *, *
aac_6_IIa_1_M29695.v1, aac_6_IIa_1_M29695, v, 1, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CHN, CIV, CMR, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, IND, *, *, *, *, *, *, *, *, *, KOR, *, *, *, *, *, *, *, *, *, *, *, *, *, MUS, MWI, *, *, NGA, *, *, *, NPL, *, *, *, *, POL, *, *, *, *, *, *, *, *, *, *, *, TGO, *, *, TWN, TZA, UGA, *, *, *, *, *
ere_A_1_AY183453.v1, ere_A_1_AY183453, v, 1, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CHN, CIV, CMR, COD, *, *, *, *, *, ESP, *, *, *, *, *, *, *, *, GRC, *, *, *, *, *, *, *, *, *, *, ITA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MKD, *, *, *, *, *, *, *, *, *, *, *, *, *, *, PER, *, *, PRT, PRY, *, *, *, *, *, *, *, *, *, *, *, *, TWN, TZA, *, *, *, *, *, *
blaCARB_10_1_EU850412.v1, blaCARB_10_1_EU850412, v, 1, *, *, *, *, *, BEL, *, *, *, BGR, *, *, *, *, BWA, CAN, *, *, *, *, *, *, *, *, DEU, DNK, *, ESP, *, *, FIN, *, GBR, *, GHA, *, *, *, *, *, *, *, *, IRL, IRN, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MWI, *, *, *, NIC, *, *, *, *, PAK, *, *, *, PRT, *, RKS, *, SEN, *, *, *, SVN, SWE, TCD, *, *, *, *, TZA, *, *, *, *, ZAF, *
blaBRO_2_1_Z54181.R, blaBRO_2_1_Z54181, R, R, *, ARE, *, *, *, BEL, *, BFA, *, *, *, *, *, BRB, *, *, CHE, CHL, *, CIV, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, GRC, *, *, HKG, *, *, *, *, IRN, *, ISR, *, *, *, *, *, *, *, *, *, *, *, *, MAR, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, PER, *, *, PRT, *, *, *, *, *, SRB, *, *, *, *, *, *, TUR, TWN, *, *, *, USA, *, *, *
dfrG_1_AB205645.R, dfrG_1_AB205645, R, R, *, *, *, *, *, *, *, BFA, BGD, *, *, BOL, *, *, *, CAN, *, *, *, *, CMR, COD, *, *, *, *, *, *, *, ETH, *, *, *, *, GHA, *, *, *, GTM, *, *, *, *, *, *, *, *, *, *, *, KEN, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MUS, MWI, *, *, NGA, *, *, *, NPL, *, PAK, *, *, *, *, *, *, *, SEN, *, *, *, *, *, TCD, *, *, *, *, TZA, UGA, *, *, *, *, *
erm_B_18_X66468.v1, erm_B_18_X66468, v, 1, *, *, *, AUS, AUT, BEL, *, BFA, BGD, BGR, *, *, *, *, *, CAN, CHE, *, *, *, *, *, *, CZE, *, *, *, ESP, EST, *, *, FRA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, ITA, *, KAZ, KEN, *, KOR, *, *, *, *, LUX, *, *, *, *, MKD, *, MNE, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, PRT, *, RKS, *, *, *, SRB, SVK, *, SWE, *, *, *, *, *, *, *, *, USA, *, *, *
ARR_3_1_JF806499.R, ARR_3_1_JF806499, R, R, *, *, *, *, *, *, *, *, *, *, *, *, *, *, BWA, *, *, *, *, CIV, *, COD, *, *, *, *, *, *, *, *, *, *, *, *, GHA, *, *, *, *, *, *, *, IND, *, IRN, *, *, ITA, *, KAZ, KEN, *, *, *, *, *, *, *, *, MAR, *, *, *, MLT, *, *, *, MWI, *, *, *, *, *, *, NPL, *, PAK, PER, *, *, *, *, *, SAU, SEN, *, *, *, *, *, TCD, *, *, *, *, TZA, UGA, *, *, *, *, ZMB
nimE_1_AM042593.R, nimE_1_AM042593, R, R, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CMR, COD, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, IND, *, *, *, *, *, *, *, KEN, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MWI, *, *, NGA, *, *, *, NPL, *, PAK, *, *, *, *, *, *, *, *, *, *, *, *, *, *, TGO, *, *, *, TZA, *, *, *, *, *, ZMB
cmx_1_U85507.v1, cmx_1_U85507, v, 1, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CIV, CMR, COD, *, *, *, *, *, *, *, *, *, *, *, GEO, GHA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MWI, *, *, NGA, *, *, *, *, *, *, PER, *, *, *, *, *, *, *, SGP, *, *, *, *, *, *, *, *, *, TZA, *, *, *, *, *, *
blaVEB_3_1_AY536519.R, blaVEB_3_1_AY536519, R, R, *, *, *, *, *, *, *, *, BGD, *, *, *, BRA, *, *, *, *, *, CHN, CIV, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, HKG, *, *, IND, *, *, *, *, *, *, KAZ, *, *, *, *, *, LKA, *, *, *, *, *, *, *, MLT, *, *, MUS, *, *, *, *, *, *, *, NPL, *, *, *, PHL, *, PRT, *, *, SAU, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, VNM, *, *
aph_3_XV_1_Y18050.R, aph_3_XV_1_Y18050, R, R, *, *, *, AUS, *, *, *, *, *, *, *, *, *, *, *, *, CHE, *, CHN, *, CMR, *, *, *, *, *, *, ESP, *, *, *, *, *, *, *, *, *, *, GTM, *, *, *, *, *, IRN, *, *, *, *, *, *, *, KOR, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MYS, *, *, NIC, *, *, NPL, *, *, *, *, *, *, *, *, *, *, SGP, *, SVK, *, *, *, TGO, *, *, TWN, *, *, *, USA, *, *, *
tet_O_32_O_5_FP929050.R, tet_O_32_O_5_FP929050, R, R, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CHL, *, *, CMR, COD, COL, *, *, *, ECU, *, *, *, *, *, *, *, *, *, *, GRL, GTM, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, LVA, *, *, *, *, *, MNE, *, *, *, *, *, NGA, NIC, *, *, NPL, *, *, PER, *, *, *, PRY, RKS, *, *, *, *, *, *, SWE, *, *, *, *, *, TZA, UGA, *, USA, *, ZAF, ZMB
erm_B_9_AF299292.R, erm_B_9_AF299292, R, R, *, *, *, *, *, *, *, *, *, BGR, *, *, *, *, *, CAN, *, *, *, CIV, CMR, *, *, *, DEU, DNK, ECU, *, EST, *, *, FRA, GBR, *, *, *, *, GRL, *, HKG, *, *, *, *, IRN, *, *, *, *, *, *, *, KOR, *, *, *, *, *, *, MAR, *, *, *, *, *, *, MUS, *, MYS, *, *, *, NLD, *, NPL, *, *, *, *, *, *, *, *, *, *, SGP, *, *, *, SWE, *, *, *, *, *, *, UGA, *, USA, *, *, *
tet_Q_1_L33696.v3, tet_Q_1_L33696, v, 3, ALB, *, *, *, AUT, BEL, *, *, *, *, *, *, BRA, *, *, CAN, *, CHL, *, *, CMR, COD, *, *, DEU, DNK, *, ESP, *, ETH, *, FRA, *, *, *, *, *, *, GTM, *, *, *, *, *, *, *, *, ITA, *, *, KEN, *, *, *, LCA, LKA, *, *, *, MAR, *, *, *, *, *, *, *, MWI, *, *, *, NIC, NLD, *, *, *, *, PER, *, *, *, *, *, *, *, *, *, *, *, *, *, TGO, *, *, *, *, *, URY, USA, *, *, ZMB
blaLCR_1_1_X56809.R, blaLCR_1_1_X56809, R, R, *, ARE, *, *, *, *, *, *, *, *, *, *, *, BRB, *, *, *, CHL, *, *, *, *, *, *, *, DNK, *, *, *, *, *, *, *, *, GHA, *, *, *, *, *, *, *, *, *, IRN, *, ISR, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MUS, *, *, *, *, *, *, *, *, *, PAK, *, *, *, PRT, *, *, SAU, SEN, *, *, *, *, *, *, TGO, *, TUR, *, TZA, *, *, *, *, *, *
aac_6_Ib_cr_1_DQ303918.R, aac_6_Ib_cr_1_DQ303918, R, R, *, *, *, AUS, *, BEL, *, BFA, *, *, *, *, *, *, BWA, *, *, *, CHN, CIV, *, COD, *, *, *, *, ECU, ESP, *, *, *, *, *, *, *, *, GRC, *, *, *, *, *, IND, *, IRN, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MAR, *, *, *, MLT, MNE, *, MUS, MWI, *, *, NGA, *, *, *, NPL, *, PAK, PER, *, POL, PRT, *, *, *, *, *, *, *, *, *, TCD, *, *, *, *, TZA, UGA, *, *, *, *, *
ere_A_6_DQ157752.v1, ere_A_6_DQ157752, v, 1, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CHN, *, *, COD, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, KEN, KHM, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MWI, *, *, *, *, *, *, *, *, PAK, PER, *, *, *, *, *, SAU, *, *, *, *, *, *, *, *, *, *, *, TZA, UGA, *, *, VNM, *, *
aac_3_IId_1_EU022314.v1, aac_3_IId_1_EU022314, v, 1, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CAN, CHE, *, CHN, CIV, *, *, *, CZE, DEU, *, *, *, *, *, FIN, FRA, *, *, *, *, *, *, *, HKG, *, *, IND, *, *, *, *, *, *, *, KEN, KHM, KOR, *, *, LKA, *, *, *, *, *, *, *, *, *, *, *, MWI, *, *, NGA, *, *, *, NPL, *, PAK, *, *, *, *, *, *, *, *, *, *, *, *, SWE, *, TGO, *, *, *, TZA, UGA, URY, USA, VNM, *, *
dfrA5_1_X12868.R, dfrA5_1_X12868, R, R, *, *, *, AUS, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, COD, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, IND, *, IRN, *, *, *, *, *, KEN, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MOZ, MUS, MWI, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, TZA, UGA, *, *, *, *, *
blaOXA_420_1_AB983359.R, blaOXA_420_1_AB983359, R, R, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CIV, CMR, COD, *, *, *, *, *, *, *, *, *, *, *, *, GHA, *, *, *, *, *, *, *, *, *, IRN, *, *, *, *, *, KEN, *, *, *, *, *, *, *, *, *, MDA, *, *, *, *, *, *, *, *, *, NGA, *, *, *, *, *, *, *, *, *, *, *, *, SAU, SEN, *, *, *, *, *, TCD, *, *, *, *, TZA, UGA, *, USA, *, *, *
blaBEL_1_1_DQ089809.R, blaBEL_1_1_DQ089809, R, R, ALB, *, *, *, *, BEL, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, DEU, *, *, ESP, *, *, *, FRA, *, *, *, *, *, *, *, *, HRV, *, *, *, IRN, *, *, ITA, *, *, *, *, *, *, *, *, *, *, *, *, MDA, *, MKD, MLT, MNE, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, PRT, *, *, *, *, *, *, SVK, *, *, *, *, *, *, *, *, *, *, *, *, *, *
tet_W_3_AJ427421.v1, tet_W_3_AJ427421, v, 1, *, *, *, *, *, *, BEN, *, *, *, BIH, *, *, *, *, *, *, *, *, CIV, CMR, COD, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, NGA, *, *, *, *, *, PAK, *, *, *, *, *, *, *, SEN, *, *, *, *, *, *, TGO, *, *, *, *, UGA, *, *, *, *, *
erm_T_2_AY894138.R, erm_T_2_AY894138, R, R, *, *, *, *, *, *, BEN, *, BGD, *, *, *, *, *, *, *, *, *, *, *, *, COD, *, *, *, *, *, *, *, *, *, *, *, *, GHA, *, *, *, *, *, *, *, *, *, *, ISL, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MWI, *, *, NGA, *, *, *, NPL, *, PAK, *, *, *, PRT, *, *, *, *, *, *, *, *, *, TCD, *, *, *, *, TZA, UGA, *, *, *, *, ZMB
blaOXA_334_1_KF203108.R, blaOXA_334_1_KF203108, R, R, ALB, *, ARG, AUS, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, ECU, *, *, ETH, *, *, *, GEO, *, *, *, *, *, *, *, *, *, *, IRN, *, *, *, *, KAZ, *, *, KOR, *, *, *, *, *, *, *, MDA, *, *, MLT, MNE, MOZ, MUS, *, *, *, *, *, *, *, *, NZL, PAK, *, *, *, *, PRY, *, *, SEN, *, *, SVK, *, *, *, *, *, *, *, *, *, URY, *, VNM, *, *
blaCTX_M_14_1_AF252622.R, blaCTX_M_14_1_AF252622, R, R, ALB, *, *, *, AUT, *, *, BFA, *, *, *, *, *, *, *, *, CHE, *, CHN, *, *, *, *, CZE, DEU, *, *, *, *, *, FIN, FRA, GBR, *, *, *, GRC, *, *, HKG, *, *, *, *, *, *, *, ITA, *, KAZ, *, *, *, *, *, LKA, *, LUX, *, *, *, *, *, MLT, *, *, MUS, MWI, *, *, *, *, NLD, *, *, *, *, *, *, *, PRT, *, *, SAU, *, *, *, *, *, SWE, TCD, TGO, *, *, *, *, *, URY, USA, *, *, *
aadA1_4_JQ480156.R, aadA1_4_JQ480156, R, R, *, *, ARG, *, *, *, *, *, *, *, *, *, BRA, BRB, *, *, *, *, *, *, *, COD, *, *, *, *, ECU, *, *, ETH, *, *, *, *, GHA, *, *, *, *, *, *, *, *, *, IRN, ISL, *, *, *, *, KEN, *, *, *, *, *, *, *, *, *, *, *, MKD, *, *, *, *, *, *, *, NGA, *, *, *, NPL, *, PAK, *, *, *, PRT, *, *, *, *, *, *, *, *, *, *, TGO, *, TUR, *, *, *, URY, *, *, ZAF, ZMB
aph_6_Id_4_CP000971.R, aph_6_Id_4_CP000971, R, R, *, *, *, *, *, *, *, *, *, *, *, *, *, BRB, BWA, *, *, *, CHN, CIV, CMR, COD, *, *, *, DNK, *, *, *, *, *, *, GBR, *, *, *, *, *, *, *, *, *, *, *, *, *, ISR, *, *, *, KEN, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MUS, *, MYS, *, NGA, *, *, *, NPL, *, PAK, *, *, *, *, *, *, *, SEN, *, *, *, *, SWE, *, *, *, *, TWN, TZA, UGA, *, *, *, ZAF, *
sul3_2_AJ459418.R, sul3_2_AJ459418, R, R, *, *, *, AUS, *, *, *, *, *, *, *, *, *, *, *, CAN, *, *, *, CIV, *, COD, *, *, *, *, *, *, *, *, FIN, *, *, *, *, *, *, *, *, *, *, *, IND, *, IRN, *, *, *, *, *, *, KHM, *, *, *, LKA, *, *, *, *, *, *, *, *, *, *, *, *, MYS, *, *, *, NLD, *, *, *, *, PER, *, *, *, *, *, *, *, *, *, *, *, *, *, TGO, THA, *, *, *, *, URY, USA, VNM, *, *
lnu_F_3_AJ561197.v1, lnu_F_3_AJ561197, v, 1, *, *, *, *, *, *, *, *, *, *, *, *, *, BRB, *, *, *, *, CHN, CIV, *, *, *, *, *, *, ECU, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, KHM, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, NGA, *, *, *, *, *, PAK, PER, *, *, *, *, *, SAU, *, *, *, *, *, *, *, *, THA, *, TWN, TZA, *, *, *, VNM, *, *
blaGES_13_1_GU169702.R, blaGES_13_1_GU169702, R, R, *, ARE, *, AUS, *, *, *, BFA, *, *, *, *, *, *, *, *, *, *, CHN, CIV, *, *, *, *, *, *, *, *, *, *, *, *, *, *, GHA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, KHM, *, *, *, LKA, *, *, *, *, *, *, *, *, *, *, MUS, *, MYS, *, *, NIC, *, *, *, *, *, *, PHL, *, *, *, *, SAU, *, SGP, *, *, *, *, *, TGO, *, *, *, *, *, *, *, VNM, *, *
tet_C_2_AY046276.R, tet_C_2_AY046276, R, R, *, *, *, *, *, *, *, *, *, BGR, *, *, *, *, *, CAN, *, *, CHN, CIV, CMR, COD, *, *, *, DNK, ECU, *, *, *, *, *, *, *, GHA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, LCA, *, *, *, *, MAR, *, *, *, *, *, *, *, *, MYS, *, NGA, *, *, *, *, *, PAK, *, *, *, *, *, *, *, SEN, *, *, *, *, *, *, *, *, *, *, TZA, UGA, *, *, *, *, ZMB
mef_A_4_HG423652.v1, mef_A_4_HG423652, v, 1, *, *, *, AUS, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, FIN, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, KOR, *, *, *, *, *, *, *, *, *, *, *, *, *, MUS, *, MYS, *, *, *, *, *, *, NZL, *, *, *, *, PRT, *, *, *, *, SGP, *, *, *, SWE, *, *, *, *, *, *, *, *, USA, *, *, *
ere_D_1_KP265721.R, ere_D_1_KP265721, R, R, *, *, *, *, *, *, *, *, *, *, *, *, BRA, BRB, *, *, *, *, CHN, CIV, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, HKG, *, *, IND, *, *, *, *, *, *, *, *, *, KOR, *, *, LKA, *, *, *, *, *, *, *, *, *, *, *, *, MYS, *, *, NIC, *, *, NPL, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, TCD, *, *, *, TWN, TZA, *, *, *, VNM, *, *
cfxA4_1_AY769933.R, cfxA4_1_AY769933, R, R, *, *, *, AUS, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CHN, *, CMR, COD, *, *, *, DNK, *, *, *, ETH, *, *, GBR, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, KEN, *, KOR, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MYS, *, NGA, *, *, *, *, *, *, *, *, *, *, *, RKS, *, *, *, *, *, *, *, *, *, *, *, *, TZA, UGA, *, *, *, *, *
blaNPS_1_AY027589.v2, blaNPS_1_AY027589, v, 2, *, *, *, *, *, BEL, *, *, *, *, *, *, *, *, *, CAN, *, *, *, CIV, *, *, *, *, *, DNK, *, *, *, *, *, FRA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, LCA, *, *, LUX, *, *, *, *, *, MLT, *, *, *, *, *, *, NGA, *, *, *, *, *, PAK, *, *, *, PRT, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *
aadA1_3_JQ414041.R, aadA1_3_JQ414041, R, R, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CHN, CIV, CMR, COD, *, *, *, *, *, *, *, *, *, *, *, *, GHA, *, GRC, *, *, HKG, *, *, IND, *, *, *, *, ITA, *, KAZ, *, KHM, *, KWT, *, *, *, *, *, *, *, *, *, *, MNE, *, MUS, MWI, MYS, *, NGA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, TGO, *, *, *, TZA, *, *, *, VNM, ZAF, ZMB
tet_Q_2_X58717.R, tet_Q_2_X58717, R, R, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CAN, *, *, *, CIV, *, *, *, *, *, *, *, *, *, *, *, *, *, *, GHA, *, *, GRL, *, HKG, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MLT, *, *, *, *, MYS, *, NGA, *, *, *, *, *, PAK, *, *, *, *, *, *, *, SEN, *, *, *, *, *, *, TGO, *, *, *, TZA, *, *, USA, *, *, *
blaCARB_16_1_HF953351.R, blaCARB_16_1_HF953351, R, R, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CIV, CMR, COD, *, *, *, *, *, *, *, *, *, *, *, *, GHA, *, *, *, *, *, *, *, IND, *, *, *, *, *, *, *, *, KHM, *, *, *, *, *, *, *, MAR, *, *, *, MLT, *, *, *, *, *, *, *, NIC, *, *, NPL, *, PAK, *, *, *, PRT, *, *, *, SEN, *, *, *, SVN, *, TCD, TGO, *, TUR, *, TZA, *, *, *, *, *, *
cmlB1_1_AM296481.v1, cmlB1_1_AM296481, v, 1, *, *, *, *, *, *, BEN, *, *, *, *, *, *, *, *, *, *, *, *, CIV, CMR, COD, *, *, *, *, *, *, *, *, *, *, *, *, GHA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, NGA, *, *, *, *, *, *, *, *, *, PRT, *, *, *, *, *, *, *, *, *, *, TGO, *, *, *, *, *, *, *, *, *, *
mph_F_1_AM260957.R, mph_F_1_AM260957, R, R, *, *, *, *, *, *, *, *, BGD, *, *, *, *, BRB, *, CAN, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, GRC, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, NIC, *, *, *, *, PAK, *, *, *, PRT, *, *, *, *, *, SRB, *, SVN, *, *, *, THA, *, *, TZA, *, *, USA, *, *, *
tet_X3_1_MK134375.R, tet_X3_1_MK134375, R, R, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, COD, *, *, *, *, ECU, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, IND, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, MLT, MNE, *, *, *, *, *, NGA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, TZA, *, *, *, *, *, *
msr_D_3_AF227520.v1, msr_D_3_AF227520, v, 1, *, *, *, AUS, AUT, BEL, *, *, *, *, *, *, *, *, *, CAN, CHE, *, *, *, *, *, *, *, *, *, *, ESP, *, *, *, *, *, *, *, *, GRC, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, PRT, *, *, *, *, *, SRB, *, SVN, *, *, *, *, TUR, *, *, *, *, USA, *, *, *
catA1_1_V00622.v1, catA1_1_V00622, v, 1, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, CIV, CMR, COD, *, *, *, *, *, *, *, *, *, *, *, *, GHA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, KEN, *, *, *, *, *, *, *, *, MAR, *, *, *, *, *, *, *, MWI, *, *, NGA, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, *, TCD, TGO, *, *, *, TZA, *, *, *, *, *, ZMB
